Name,Locked,Org,Status,Type,Water,Compost,Features,Seasonal,Animals,Address,Food Producing,Com_Gard,Dormant,Latitude,Longitude,Address,Ownership,Oth_org,Website,Facebook,Fenced,Descript,Ward,CCA,Contact,Image,City
Waters Community Garden,No,Other,"Allotment, Collective","Community Garden, Food Donation, School Garden, Ornamental / Beautification, Habitat / Conservation / Prairie, Demo / Training / Program","On site water source, Rain collection system ( rain barrels, cisterns)",Yes,"Compost System, Seating Area, Shed / Storage box, Artwork / Sculptures, Teaching Area, Educational Signage, Covered Area, Information Kiosk",Cold Frame,Bees (hives),4540 N Campbell Ave,Yes,Yes,No,41.9642621,-87.6919875,4540 N Campbell Ave,Chicago Public Schools,Waters School,http://www.waterselementary.org/welcome-life-ecology.shtml,https://www.facebook.com/pages/Waters-Elementary-School/117426924974455?fref=ts,Yes,"Waters Community Garden consists of many unique growing areas: classroom beds, community plots, fruiting
shrub areas, berry trails, as well as multiple non-food-bearing areas. It is open to the public year-round and much of the maintenance is provided by neighborhood residents who in turn are provided with a small plot for personal use.",47,LINCOLN SQUARE,Mr. Leki @ petelekisan@gmail.com,,Chicago
Westside Firehouse Community Garden,Yes,,,,,,,,,412 N Kedzie Ave,No,,No,41.8888145,-87.7066146,412 N Kedzie Ave,,,,,Yes,,28,HUMBOLDT PARK,,,Chicago
Whipple Community Garden,No,,"Allotment, Collective","Community Garden, Food Donation",On site water source,,"Compost System, Covered Area, Information Kiosk",,,2056 N Whipple St,Yes,,No,41.9191209,-87.704247,2056 N Whipple St,NeighborSpace,,http://neighbor-space.org/2012/06/23/whipple-community-garden,https://www.facebook.com/whipplecommunitygarden,No,,35,LOGAN SQUARE,,,Chicago
Wicker Park Senior Apartments,No,Chicago Park District,Allotment,"Community Garden, (Assisted) Housing","On site water source, Hose connected to private property",No,Seating Area,,,2020 W Schiller St,Yes,No,No,41.9074343,-87.678585,2020 W Schiller St,Chicago Park District,,http://www.yellowpages.com/chicago-il/mip/wicker-park-senior-apts-538516,https://www.facebook.com/pages/Wicker-Park-Chicago-Illinois/327264190704453?fref=ts,Yes,"(fuller description needed) Vegetables garden with tomatoes.  Lots of multi colored flowers (pink, green, blue,, yellow)",1,WEST TOWN,(773) 782-4329 2020,,Chicago
Wilcox Green Factory Garden,Yes,,Collective,"Community Garden, Ornamental / Beautification",Hose connected to private property,,"Compost System, Seating Area",,,3820 W Wilcox St,Yes,,No,41.8791749,-87.721632,3820 W Wilcox St,,,,,Yes,,28,WEST GARFIELD PARK,,,Chicago
Kenneth Street Farm Chicago,Yes,"Chicago Botanic Garden, NeighborSpace",Unclear,"Urban Farm, Demo / Training / Program, Urban Agriculture Organization",On site water source,,"Compost System, Shed / Storage box, Covered Area",,,215 N Kenneth Ave,Yes,,No,41.8838394,-87.7367778,215 N Kenneth Ave,NeighborSpace,Urban Aggies,https://www.chicagobotanic.org/windycityharvest/,https://www.facebook.com/pages/Windy-City-Harvest/177708402262849?fref=ts,Yes,"This 10,000-square-foot NeighborSpace lot in West Garfield Park is used as a production and training site by Windy City Harvest. Produce grown here is sold through commercial and government-subsidized market channels.",28,WEST GARFIELD PARK,,http://farm5.staticflickr.com/4054/4648229108_5e02ffea65.jpg,Chicago
Winthrop Ave Family Historical Garden,No,,Unclear,Community Garden,On site water source,Yes,"Compost System, Shed / Storage box",,,4328 N Winthrop Avenue,Yes,,No,41.9658348,-87.6562151,4328 N Winthrop Avenue,NeighborSpace,Uptown United,https://sites.google.com/site/winthropinitiatives/home,,Yes,"The Winthrop Ave Family Historical Garden was created by the 46th ward of Chicago in conjunction with Uptown United, a local non-profit organization, as well as community members. It was established in dedication to the Winthrop family and their contributions in developing Uptown.",46,UPTOWN,,cid:00969B90-00EE-4B5E-952C-C73E8EFF124E,Chicago
Woodlawn Community Garden,No,,Collective,Community Garden,"Rain collection system ( rain barrels, cisterns)",,,,,6156 S St Lawrence Ave,Yes,,No,41.782319,-87.611227,6156 S St Lawrence Ave,,,,,Yes,,20,WOODLAWN,,,Chicago
Xochiquetzal Peace Garden (Whittier Elementary School),Yes,,Collective,"Community Garden, School Garden, Ornamental / Beautification","On site water source, Rain collection system ( rain barrels, cisterns)",,"Compost System, Seating Area, Shed / Storage box, Handicap accessible bed, Artwork / Sculptures, Water Management, Teaching Area, Educational Signage, Covered Area",,,1903 W 23rd St,Yes,,No,41.850185,-87.67359,1903 W 23rd St,NeighborSpace,Whittier Elementary School,http://neighbor-space.org/2011/05/20/xochiquetzal-peace-garden/,https://www.facebook.com/xochiquetzalpeacegarden?fref=ts,Yes,"The Xochiquetzal Peace Garden was founded in 1993 by teachers from Whittier Dual Language Elementary School, a Magnet Cluster school at 1900 W. 23rd Street, Chicago, Il, in the predominantly Mexican American neighborhood of Pilsen. Their vision was to provide a peaceful, green oasis where teachers and students could learn about science and the environment. What was once an empty city lot adjacent to a graffiti-laced wall is now a florally diverse, peaceful garden with a mural of mystical realism. With the help of students, parents, community members, businesses, and numerous gardening organizations, this vision has become a reality. 

In 1997 NeighborSpace adopted our garden, providing us with insurance and also a water supply. In 2013, we doubled our size, adding one city lot, with the help of NeighborSpace (and Alderman Solis) and a few friends. Our vision sustains us, and we grow along with the children and the community.",25,LOWER WEST SIDE,,,Chicago
12121 S Green St,No,,Allotment,"Community Garden, Community Farm",Hose connected to private property,,,,,12121 S Green St,Yes,,No,41.673437,-87.642623,12121 S Green St,,,,,Yes,,34,WEST PULLMAN,,,Chicago
,No,,,Community Garden,Hose connected to private property,,"Grill / Cooking Station, Seating Area, Play Area, Covered Area",,,1258 S Tripp Ave,No,,Yes,41.86438,-87.731577,1258 S Tripp Ave,,,,,No,,24,NORTH LAWNDALE,,,Chicago
,No,,Collective,Ornamental / Beautification,No apparent water source,,"Grill / Cooking Station, Fire Pit, Seating Area",Cold Frame,,1923 S Troy St,Yes,,No,41.854553,-87.703756,1923 S Troy St,,,,,Yes,,24,NORTH LAWNDALE,,,Chicago
,No,,Collective,Community Garden,,,,,,217 N Sacramento Blvd,Yes,,No,41.884653,-87.700919,217 N Sacramento Blvd,,,,,No,,2,EAST GARFIELD PARK,,,Chicago
,No,,,"Community Garden, Ornamental / Beautification",Hose connected to private property,,Artwork / Sculptures,,,3120 W 5th Ave,No,,Yes,41.879032,-87.704552,3120 W 5th Ave,,,,,No,,28,EAST GARFIELD PARK,,,Chicago
,No,,Collective,Community Garden,,,,,,348 E 116th St,Yes,,No,41.6826121,-87.6148075,348 E 116th St,,,,,Yes,,9,WEST PULLMAN,,,Chicago
,Yes,,Collective,Community Garden,Hose connected to private property,,,,,3729 W Arthington St,Yes,,No,41.869542,-87.718509,3729 W Arthington St,,,,,Yes,,24,NORTH LAWNDALE,,,Chicago
,Yes,,Allotment,"Community Garden, Community Farm",,,,,,410 W 88th St,Yes,,No,41.734934,-87.634205,410 W 88th St,,,,,Yes,,21,AUBURN GRESHAM,,,Chicago
,Yes,,Allotment,Community Garden,"Rain collection system ( rain barrels, cisterns)",,"Compost System, Handicap accessible bed",,,4410 W Fulton St,Yes,,No,41.885504,-87.7361325,4410 W Fulton St,,A Safer Foundation,,,Yes,,28,WEST GARFIELD PARK,,,Chicago
,No,,"Allotment, Collective",Community Garden,,,,Hoop house,,607 E 134th Pl,Yes,,No,41.650362,-87.607108,607 E 134th Pl,,,,,No,,9,RIVERDALE,,,Chicago
,,,,Community Farm,"Rain collection system ( rain barrels, cisterns), Irrigation System",,Seating Area,,,629 E 33rd St,Yes,,No,41.8347074,-87.6103715,629 E 33rd St,,,,,,,4,DOUGLAS,,,Chicago
,No,,,"Community Garden, Community Farm",Hose connected to private property,,,,,920 S 71st St,No,,Yes,41.765415,-87.64778,920 S 71st St,,,,,Yes,,17,ENGLEWOOD,,,Chicago
,No,,"Allotment, Collective",Community Garden,No apparent water source,,,,,920 W 19th Pl,Yes,,No,41.856192,-87.649354,920 W 19th Pl,,,,,No,,25,LOWER WEST SIDE,,,Chicago
,,,,,,,,,,9338 S Indiana Ave,Yes,,No,41.7243275,-87.6190543,9338 S Indiana Ave,,,,,,,6,ROSELAND,,,Chicago
,No,,,Community Garden,,,,,,9400 S Cottage Grove,No,,Yes,41.7249863,-87.6072914,9400 S Cottage Grove,,,,,No,,9,CHATHAM,,,Chicago
Smart Love Preschool Garden,Yes,,,School Garden,On site water source,Yes,"Compost System, Washing Area / Sinks, Play Area, Seating Area, Shed / Storage box, Teaching Area, Educational Signage","Greenhouse, Cold Tunnel",,"800 W Buena Ave, Chicago, IL 60613, USA",Yes,,No,41.958733,-87.650262,"800 W Buena Ave, Chicago, IL 60613, USA",Private,,http://www.smartlovepreschool.org/preschool_garden_program.php,,Yes,"Year-round organic garden and greenhouse for preschoolers! Children learn to grow, harvest and prepare fresh vegetables and fruits. They learn about life cycles, composting, botany, economics (with their own occasional pop-up farm stand), forces of nature, cooperation, and so much more.",46,UPTOWN,773.665.8052,http://www.smartlovepreschool.org/images/preschool_garden_program0.jpg,Chicago
"Loyola University Chicago, Institute of Environmental Sustainability Ecodome/Greenhouse Lab",Yes,,,"Urban Farm, Demo / Training / Program, Food Donation, School Garden, Urban Agriculture Organization","Rain collection system ( rain barrels, cisterns), Rain collection system ( rain barrels, cisterns), On site water source",Yes,"Compost System, Farm Stand, Teaching Area, Water Management, Covered Area, Educational Signage, Electricity Outlet, Seating Area, Shed / Storage box, Washing Area / Sinks","Greenhouse, Cold Frame",Fish,"6349 N Kenmore Ave, Chicago, IL 60660, USA",Yes,,No,41.9979942,-87.6570853,"6349 N Kenmore Ave, Chicago, IL 60660, USA",Private,,http://www.luc.edu/sustainability/about/ourfacilities/,https://m.facebook.com/LoyolaIES/,,"Urban Agriculture Program, Aquaponics, Greenhouse Lab",49,EDGEWATER,,http://www.luc.edu/media/lucedu/sustainability-new/images1000x560/urbanag/UA_home1-380x212.png,Chicago
Cypress Park,,,Allotment,Community Garden,,,,,,"Cypress and Arlington Heights Road  Arlington Heights, IL 60005",Yes,Yes,,42.062333,-87.980036,"Cypress and Arlington Heights Road  Arlington Heights, IL 60005",,Arlington Heights Park District,http://www.ahpd.org/parks/facility-details/?fid=13,,,Community garden plots measuring 25' by 30' rented to resident gardeners. Multiple water sources.  Leased from Village.,,,"Register at Pioneer Park, 500 S. Fernandez Ave., 847.577.3035",,Arlington Heights
Smart Farm of Barrington,,,,"Community Farm, Demo / Training / Program",,,,,,"100 Rotary Dr, Barrington, IL 60010, USA",Yes,No,,42.1324339,-88.1231616,"100 Rotary Dr, Barrington, IL 60010, USA",,Barrington Park District,http://www.smartfarms.org/index.php,https://www.facebook.com/TheSmartFarm,,"We have close to an acre of farm land, behind the barn building at Advocate Good Shepherd Hospital Campus, Barrington, IL. We are growing a diverse array of vegetables year round; everything we harvest is donated to our local food pantries. We will also be farming bees in the Barrington area starting this spring.

We offer adults, children and students an opportunity to learn about vegetable gardening, food preservation and healthy eating through classes, hands-on workshops and volunteer experiences.",,,(847) 875-2060,,Barrington
Smart Farm Gardens at the Advocate Good Shepherd Hospital,,,,,,,,,,"450 Illinois 22, Barrington, IL 60010, USA",Yes,,,42.196039,-88.1733328,"450 Illinois 22, Barrington, IL 60010, USA",,,www.smartfarms.org,https://www.facebook.com/TheSmartFarm,,,,,(847) 875-2060,,
Berwyn Community Gardens Project,,,,Community Garden,,,,,,"3001 Wisconsin Ave, Berwyn, IL 60402, USA",Yes,Yes,,41.8375161,-87.800201,"3001 Wisconsin Ave, Berwyn, IL 60402, USA",,Berwyn Park District,,https://www.facebook.com/pages/Berwyn-Community-Gardens-Project/187897044568949?sk=info&tab=page_info,No,In cooperation with the Berwyn Park District our organization will help develop and maintain plots of land that will be made available to Berwyn residents. The residents will be able to rent out these plots seasonally for their gardening needs.,,,berwyngardens@hotmail.com,,Berwyn
Garfield Produce Company,Yes,,,Urban Farm,,,,,,"401 N Trumbull Ave, Chicago, IL 60624, USA",Yes,No,No,41.8887037,-87.7121287,"401 N Trumbull Ave, Chicago, IL 60624, USA",Private,,http://www.garfieldproduce.com,https://www.facebook.com/GarfieldProduce,,"Garfield Produce Company is an urban hydroponic farm located in Chicago's west side that seeks to empower its community through wealth creation.

Mission:
1) To grow the healthiest and freshest produce, provide our customers with outstanding service,
2) Develop our employees in a way that cultivates personal growth and holistic development
3) Advance the latest in innovation in vertical farming technology.",27,HUMBOLDT PARK,"(630) 697-4330, steve@garfieldproduce.com",http://assets.dnainfo.com/generated/chicago_photo/2014/12/img4447-1418233678.jpg/larger.jpg,Chicago
The Berkeley Community Garden,,,,"Community Garden, Food Donation",,,,,,"5700 St Charles Rd, Berkeley, IL 60163, USA",Yes,Yes,No,41.8897654,-87.9108017,"5700 St Charles Rd, Berkeley, IL 60163, USA",,,,https://www.facebook.com/BerkeleyGardenClub,,"Village Supported Community Garden formally organized by the Berkely Garden Club.  Promotes getting to know your neighbors, Senior involvement as garden mentors, youth and nutrirition based programming.   Started in 2014 with 18 rental plots, a sharing garden which produced 600 lbs. of produce that was donated to local food panties, a butterfly garden, a children's garden, and a pizza garden.",,,berkeleycommunitygardenclub@comcast.net    630-481-6442,,Berkeley
California Gardens Community Garden,,U of I Extension,,,,,,,,"2805 141st St, Blue Island, IL 60406, USA",Yes,Yes,,41.637058,-87.6890371,"2805 141st St, Blue Island, IL 60406, USA",,,http://growlocalblueisland.org/grow-local/community-gardens/california-gardens-garden/cg2-garden-plot-reservations/,,,One of two community gardens in Blue Island.  3-8th grade programming.  The garden consists of 23 raised-bed plots that can be rented for the season.,,,Jodi Prout jprout@cityofblueisland.org,,Blue Island
Memorial Park Community Garden,,,,,,,,,,"12804 Highland Ave, Blue Island, IL 60406, USA",Yes,Yes,,41.6606127,-87.6880446,"12804 Highland Ave, Blue Island, IL 60406, USA",,,http://growlocalblueisland.org/grow-local/community-gardens/memorial-park-gardens/,,,One of two community gardens in Blue Island.  3-8th grade programming.  The garden consists of 23 raised-bed plots that can be rented for the season.,,,Jodi Prout   jprout@cityofblueisland.org,,Blue Island
Golden Meadows Community Garden,,,Allotment,Community Garden,,,,,,"Caroline Avenue and Hampshire Avenue, Elmhurst",Yes,Yes,,41.898286,-87.924017,"Caroline Avenue and Hampshire Avenue, Elmhurst",,Elmhurst Park District,http://www.epd.org/garden-plots,,,"The park land was acquired in 1973 for $72,000 with proceeds from a bond issue. It was named Golden Meadows in a 'Name the Park' contest in 1975, and now features a soccer field and garden plots. The 20ƒ?? x 20ƒ?? plots are available to the public for a nominal fee, and the District plows, tills and stakes each area for planting. Before Elmhurst Memorial Hospital constructed a permanent helipad, helicopters were permitted for emergency landings and take-offs from Golden Meadows Park in the mid-'90s.",,,aferrentino@epd.org,,
Respond Now Community Garden,,U of I Extension,,Food Donation,,,,,,"1439 Emerald Ave, Chicago Heights, IL 60411, USA",Yes,Yes,No,41.5047815,-87.6348621,"1439 Emerald Ave, Chicago Heights, IL 60411, USA",,,,,,,,,Carl L. Wolfe (708) 755-4357 cwolf@respondnow.org,,Chicago Heights
James Park Garden,Yes,,Allotment,Community Garden,,,,,,"2200 Oakton St, Evanston, IL 60202, USA",Yes,Yes,No,42.024478,-87.705402,"2200 Oakton St, Evanston, IL 60202, USA",,City of Evanston,http://cityofevanston.org/parks-recreation/parks/community-gardens/,,,"The City of Evanston offers residents 220 plots for rent from March through mid-November. Returning gardeners have first priority to renew their contracts, so each year there is a limited number of plots available. A lottery is now used to allocate the available plots.  The community garden program is strictly available to Evanston residents. To participate in this program, you must live in ZIP code 60201 or 60202 and provide proof of residency at the time of registration for the lottery.",,,Mary Jaminski  mjaminski@cityofevanston.org or call 847-448-8256,,Evanston
Twiggs Canal Garden,,,Allotment,Community Garden,,,,,,"Evanston, IL, USA",Yes,Yes,No,42.0450722,-87.6876969,"Evanston, IL, USA",,City of Evanston,http://cityofevanston.org/parks-recreation/parks/community-gardens/,,,"The City of Evanston offers residents 220 plots for rent from March through mid-November. Returning gardeners have first priority to renew their contracts, so each year there is a limited number of plots available. A lottery is now used to allocate the available plots.  The community garden program is strictly available to Evanston residents. To participate in this program, you must live in ZIP code 60201 or 60202 and provide proof of residency at the time of registration for the lottery.",,,,,Evanston
